Locale,Key,English Value,Type
ar,"appointmentInviteappointmentid","Appointment: {appointmentId}",missing
ar,"appointmentRequests","Appointment Requests",missing
ar,"appointments","Appointments",missing
ar,"appointmentsListlength","Appointments: {count}",missing
ar,"approve","Approve",missing
ar,"REDACTED_TOKEN","Are you sure you want to cancel this appointment?",missing
ar,"REDACTED_TOKEN","Are you sure you want to delete this appointment?",missing
ar,"REDACTED_TOKEN","Are you sure you want to delete this message?",missing
ar,"REDACTED_TOKEN","Are you sure you want to delete this provider?",missing
ar,"REDACTED_TOKEN","An account already exists with this email using a different sign-in method.",missing
ar,"authErrorAppNotAuthorized","This app is not authorized to use Firebase Authentication.",missing
ar,"authErrorCodeExpired","The verification code has expired. Please request a new one.",missing
ar,"authErrorCredentialAlreadyInUse","These credentials are already associated with another account.",missing
ar,"authErrorEmailAlreadyInUse","An account with this email already exists.",missing
ar,"REDACTED_TOKEN","Email change requires verification.",missing
ar,"authErrorIdTokenExpired","The ID token has expired.",missing
ar,"authErrorIdTokenRevoked","The ID token has been revoked.",missing
ar,"authErrorInternalError","An internal error occurred. Please try again.",missing
ar,"authErrorInvalidArgument","An invalid argument was provided.",missing
ar,"authErrorInvalidClaims","Invalid custom claims provided.",missing
ar,"authErrorInvalidContinueUri","The continue URL is invalid.",missing
ar,"authErrorInvalidCreationTime","The creation time is invalid.",missing
ar,"authErrorInvalidCredential","Invalid credentials. Please try again.",missing
ar,"authErrorInvalidDisabledField","The disabled field value is invalid.",missing
ar,"authErrorInvalidDisplayName","The display name is invalid.",missing
ar,"REDACTED_TOKEN","The dynamic link domain is invalid.",missing
ar,"authErrorInvalidEmail","Please enter a valid email address.",missing
ar,"authErrorInvalidEmailVerified","The email verified value is invalid.",missing
ar,"authErrorInvalidHashAlgorithm","The hash algorithm is invalid.",missing
ar,"authErrorInvalidHashBlockSize","The hash block size is invalid.",missing
ar,"REDACTED_TOKEN","The hash derived key length is invalid.",missing
ar,"authErrorInvalidHashKey","The hash key is invalid.",missing
ar,"authErrorInvalidHashMemoryCost","The hash memory cost is invalid.",missing
ar,"REDACTED_TOKEN","The hash parallelization is invalid.",missing
ar,"authErrorInvalidHashRounds","The hash rounds value is invalid.",missing
ar,"REDACTED_TOKEN","The hash salt separator is invalid.",missing
ar,"authErrorInvalidIdToken","The ID token is invalid.",missing
ar,"authErrorInvalidLastSignInTime","The last sign-in time is invalid.",missing
ar,"REDACTED_TOKEN","Invalid multi-factor session.",missing
ar,"authErrorInvalidPageToken","The page token is invalid.",missing
ar,"authErrorInvalidPassword","The password is invalid or too weak.",missing
ar,"authErrorInvalidPhoneNumber","The phone number is invalid.",missing
ar,"authErrorInvalidProviderData","The provider data is invalid.",missing
ar,"authErrorInvalidProviderId","The provider ID is invalid.",missing
ar,"REDACTED_TOKEN","The session cookie duration is invalid.",missing
ar,"authErrorInvalidUid","The UID is invalid.",missing
ar,"authErrorInvalidUserImport","The user import record is invalid.",missing
ar,"REDACTED_TOKEN","The verification code is invalid.",missing
ar,"authErrorInvalidVerificationId","The verification ID is invalid.",missing
ar,"REDACTED_TOKEN","Maximum number of second factors exceeded.",missing
ar,"REDACTED_TOKEN","Maximum user import count exceeded.",missing
ar,"authErrorMissingAndroidPkgName","Missing Android package name.",missing
ar,"authErrorMissingContinueUri","Missing continue URL.",missing
ar,"authErrorMissingHashAlgorithm","Missing hash algorithm.",missing
ar,"authErrorMissingIosBundleId","Missing iOS bundle ID.",missing
ar,"REDACTED_TOKEN","Missing multi-factor session.",missing
ar,"REDACTED_TOKEN","Missing OAuth client secret.",missing
ar,"authErrorMissingPhoneNumber","Please enter a phone number.",missing
ar,"authErrorMissingUid","Missing UID.",missing
ar,"REDACTED_TOKEN","Please enter the verification code.",missing
ar,"authErrorMissingVerificationId","Missing verification ID.",missing
ar,"REDACTED_TOKEN","Multi-factor authentication is required.",missing
ar,"REDACTED_TOKEN","Multi-factor information not found.",missing
ar,"authErrorNetworkRequestFailed","Network error. Please check your connection and try again.",missing
ar,"authErrorOperationNotAllowed","This sign-in method is not enabled. Please contact support.",missing
ar,"REDACTED_TOKEN","This phone number is already in use.",missing
ar,"authErrorProjectNotFound","Firebase project not found.",missing
ar,"authErrorQuotaExceeded","The SMS quota for this project has been exceeded. Please try again later.",missing
ar,"authErrorRequiresRecentLogin","Please log in again to perform this operation.",missing
ar,"authErrorReservedClaims","Reserved claims provided.",missing
ar,"REDACTED_TOKEN","This second factor is already in use.",missing
ar,"authErrorSessionCookieExpired","Session cookie has expired.",missing
ar,"authErrorSessionCookieRevoked","Session cookie has been revoked.",missing
ar,"authErrorSessionExpired","Your session has expired. Please log in again.",missing
ar,"authErrorTooManyRequests","Too many failed attempts. Please try again later.",missing
ar,"authErrorUidAlreadyExists","The UID is already in use.",missing
ar,"REDACTED_TOKEN","The continue URL domain is not whitelisted.",missing
ar,"authErrorUnknown","An unknown authentication error occurred.",missing
ar,"authErrorUnsupportedFirstFactor","Unsupported first factor for multi-factor authentication.",missing
ar,"authErrorUserDisabled","This account has been disabled. Please contact support.",missing
ar,"authErrorUserNotFound","No account found with this email address.",missing
ar,"authErrorWeakPassword","Password is too weak. Please choose a stronger password.",missing
ar,"authErrorWrongPassword","Incorrect password. Please try again.",missing
ar,"autoconfirmBookings","Auto-Confirm Bookings",missing
ar,"REDACTED_TOKEN","Automatically confirm new booking requests",missing
ar,"availability","Availability",missing
ar,"backgroundApproved","Background approved!",missing
ar,"backgroundDeletedSuccessfully","Background deleted successfully!",missing
ar,"backgroundRejected","Background rejected",missing
ar,"backgroundUploadedSuccessfully","Background uploaded successfully!",missing
ar,"becomeAnAmbassador","Become an Ambassador",missing
ar,"bookAppointment","Book Appointment",missing
ar,"bookViaChat","Book via Chat",missing
ar,"booking","Booking",missing
ar,"bookingConfirmed","Booking Confirmed",missing
ar,"bookingRequest","Booking Request",missing
ar,"bookings","Bookings",untranslated
ar,"branchesLengthBranches","{branchCount} branches",missing
ar,"broadcast","Broadcast",missing
ar,"REDACTED_TOKEN","Business Appointments Entry Screen - Coming Soon",missing
ar,"businessAvailability","Business Availability",missing
ar,"REDACTED_TOKEN","Business Availability Entry Screen - Coming Soon",missing
ar,"REDACTED_TOKEN","Business Booking Entry Screen - Coming Soon",missing
ar,"businessCalendar","Business Calendar",missing
ar,"REDACTED_TOKEN","Business Completion Screen - Coming Soon",missing
ar,"REDACTED_TOKEN","Business CRM Entry Screen - Coming Soon",missing
ar,"businessDashboard","Business Dashboard",missing
ar,"REDACTED_TOKEN","Business Dashboard Entry Screen - Coming Soon",missing
ar,"businessLogin","Business Login",missing
ar,"businessLoginScreenComingSoon","Business Login Screen - Coming Soon",missing
ar,"businessOnboarding","Business Onboarding",missing
ar,"REDACTED_TOKEN","Business Onboarding Screen - Coming Soon",missing
ar,"REDACTED_TOKEN","Business Phone Booking Entry Screen - Coming Soon",missing
ar,"businessProfile","Business Profile",missing
ar,"REDACTED_TOKEN","Business profile activated successfully!",missing
ar,"REDACTED_TOKEN","Business Profile Entry Screen - Coming Soon",missing
ar,"REDACTED_TOKEN","Business Providers Entry Screen - Coming Soon",missing
ar,"businessSetupScreenComingSoon","Business Setup Screen - Coming Soon",missing
ar,"businessSignup","Business Signup",missing
ar,"businessSignupScreenComingSoon","Business Signup Screen - Coming Soon",missing
ar,"businessSubscription","Business Subscription",missing
ar,"REDACTED_TOKEN","Business Subscription Entry Screen - Coming Soon",missing
ar,"REDACTED_TOKEN","Business Verification Screen - Coming Soon",missing
ar,"businessWelcomeScreenComingSoon","Business Welcome Screen - Coming Soon",missing
ar,"calendar","Calendar",missing
ar,"cancel1","Cancel",missing
ar,"cancelAppointment","Cancel Appointment",missing
ar,"cancelSubscription","Cancel Subscription",missing
ar,"changePlan","Change Plan",missing
ar,"changesSavedSuccessfully","Changes saved successfully!",missing
ar,"chatBooking","Chat Booking",missing
ar,"checkingPermissions1","Checking permissions...",missing
ar,"checkingSubscription","Checking subscription...",missing
ar,"childDashboard","Child Dashboard",missing
ar,"childLinkedSuccessfully","Child linked successfully!",missing
ar,"chooseYourPlan","Choose Your Plan",missing
ar,"clearAll","Clear All",missing
ar,"clearFilters","Clear Filters",missing
ar,"clientAddedSuccessfully","Client added successfully!",missing
ar,"clientDeletedSuccessfully","Client deleted successfully!",missing
ar,"clientUpdatedSuccessfully","Client updated successfully!",missing
ar,"clients","Clients",missing
ar,"close1","Close",missing
ar,"closed","Closed",missing
ar,"colorContrastTesting","Color Contrast Testing",missing
ar,"completion","Completion",missing
ar,"configurationSavedSuccessfully","Configuration saved successfully!",missing
ar,"confirm1","Confirm",missing
ar,"confirmBooking","Confirm Booking",missing
ar,"connectToGoogleCalendar","Connect to Google Calendar",missing
ar,"contentDetail","Content Detail",missing
ar,"contentFilter","Content Filter",missing
ar,"contentLibrary","Content Library",untranslated
ar,"contentLibrary1","Content Library",missing
ar,"contentNotFound","Content not found",missing
ar,"contextContextid","Context: $contextId",missing
ar,"continueText","Continue",missing
ar,"copiedToClipboard","Copied to clipboard",missing
ar,"copy1","Copy",missing
ar,"copyLink","Copy Link",missing
ar,"couldNotOpenPrivacyPolicy","Could not open privacy policy",missing
ar,"country","Country",missing
ar,"create","Create",missing
ar,"createGame1","Create Game",missing
ar,"createNewGame","Create New Game",missing
ar,"createNewInvoice","Create New Invoice",missing
ar,"createNewSurvey","Create New Survey",missing
ar,"creatorCreatorid","Creator: $creatorId",missing
ar,"crm","CRM",missing
ar,"crmDashboardWithAnalytics","• CRM dashboard with analytics",missing
ar,"currentTierTiertouppercase","Current Tier: {tier}",missing
ar,"darkMode","Dark Mode",missing
ar,"dashboard1","Dashboard",missing
ar,"date","Date",missing
ar,"REDACTED_TOKEN","Date: {date}",missing
ar,"delete1","Delete",missing
ar,"deleteAccount","Delete Account",missing
ar,"deleteAppointment","Delete Appointment",missing
ar,"deleteAvailability","Delete Availability",missing
ar,"deleteBackground","Delete Background",missing
ar,"deleteFunctionalityComingSoon","Delete functionality coming soon!",missing
ar,"deleteGame","Delete Game",missing
ar,"deleteMessage","Delete Message",missing
ar,"deleteMyAccount","Delete My Account",missing
ar,"deleteProvider","Delete Provider",missing
ar,"deleteSlot","Delete Slot",missing
ar,"deleteSurvey","Delete Survey",missing
ar,"deletingAccount","Deleting account...",missing
ar,"deviceLogdeviceinfo","Device: {deviceInfo}",missing
ar,"REDACTED_TOKEN","Duration: {duration} minutes",missing
ar,"edit1","Edit",missing
ar,"editBusinessProfile","Edit Business Profile",missing
ar,"editClient","Edit Client",missing
ar,"editProfile","Edit Profile",missing
ar,"editProvider","Edit Provider",missing
ar,"editRoom","Edit Room",missing
ar,"editSurveyComingSoon","Edit survey - Coming soon!",missing
ar,"ekeyEvalue","{key}: {value}",missing
ar,"emailNotifications","Email Notifications",missing
ar,"emailProfileemail","Email: {profileEmail}",missing
ar,"enableNotifications1","Enable Notifications",missing
ar,"enableVibration","Enable Vibration",missing
ar,"enterOtp","Enter OTP",missing
ar,"errorConfirmingPaymentE","Error confirming payment: $e",missing
ar,"errorDeletingSlotE","Error deleting slot: $e",missing
ar,"errorDetailsLogerrortype","Error Details: {errorType}",missing
ar,"errorE","Error: $e",missing
ar,"errorError","Error: $error",missing
ar,"errorEstimatingRecipientsE","Error estimating recipients: $e",missing
